Date,CPU_Utilisation,Mem_Utilisation,Disque_Utilisation,Reseau_Entrant,Reseau_Sortant
2025-05-21 12:55:02,,61.75%,82% 6,9G 8,9G,n/a,n/a
2025-05-21 12:55:10,,61.71%,82% 6,9G 8,9G,n/a,n/a
